batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend
BAT00136,2022-07-01,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.63,6.09,37.9,1.45,True,False,stable
BAT01144,2022-07-01,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.59,1.76,26.0,1.43,True,True,stable
BAT00812,2022-07-03,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.88,42.9,2.7,True,False,declining
BAT01660,2022-07-03,DRG005,Glimepiride,SUP020,Teva API Israel,92.98,3.46,32.0,1.58,True,False,stable
BAT01599,2022-07-04,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.47,1.77,28.9,1.64,True,True,stable
BAT01126,2022-07-05,DRG005,Glimepiride,SUP010,Novartis API GmbH,96.8,1.31,37.2,1.59,True,True,stable
BAT01542,2022-07-05,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,96.84,0.98,24.6,1.34,True,True,stable
BAT01442,2022-07-05,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,90.64,4.65,31.6,1.33,True,False,stable
BAT01457,2022-07-07,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,89.86,4.55,33.5,1.56,True,False,stable
BAT00413,2022-07-07,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,80.55,9.97,42.7,2.9,True,False,declining
BAT01366,2022-07-07,DRG001,Lisinopril,SUP015,Polpharma API Poland,90.96,4.21,32.1,1.8,True,False,stable
BAT00682,2022-07-08,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.41,8.63,38.0,1.95,True,False,stable
BAT00880,2022-07-08,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,83.33,8.15,28.8,1.68,True,False,stable
BAT00993,2022-07-09,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.2,8.42,37.3,2.25,True,False,stable
BAT00813,2022-07-09,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,12.19,41.2,2.44,True,False,declining
BAT01869,2022-07-09,DRG001,Lisinopril,SUP025,Lupin API Division,89.59,5.18,31.1,1.51,True,False,stable
BAT01377,2022-07-12,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,91.71,4.33,34.4,1.65,True,False,stable
BAT01485,2022-07-12,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,98.5,1.19,32.0,1.99,True,True,stable
BAT01103,2022-07-12,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,97.47,1.79,33.2,1.59,True,True,stable
BAT00895,2022-07-13,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,82.31,7.88,35.8,1.54,True,False,stable
BAT01917,2022-07-13,DRG006,Ibuprofen,SUP025,Lupin API Division,89.03,6.28,34.3,1.84,True,False,stable
BAT01104,2022-07-15,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.85,1.47,28.3,1.61,True,True,stable
BAT01638,2022-07-15,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.01,3.49,30.0,2.01,True,False,stable
BAT01718,2022-07-16,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.22,3.47,36.8,1.28,True,False,stable
BAT01127,2022-07-17,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.31,1.37,31.4,1.25,True,True,stable
BAT01170,2022-07-17,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.54,2.04,29.1,2.14,True,True,stable
BAT00778,2022-07-17,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.16,8.71,41.0,1.58,True,False,stable
BAT00683,2022-07-17,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,84.35,8.21,35.5,2.14,True,False,stable
BAT01443,2022-07-17,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.86,4.28,33.3,2.0,True,False,stable
BAT01961,2022-07-18,DRG018,Cetirizine HCl,SUP025,Lupin API Division,88.82,5.66,27.2,2.34,True,False,stable
BAT01895,2022-07-20,DRG004,Metformin HCl,SUP025,Lupin API Division,89.31,5.44,33.0,1.71,True,False,stable
BAT00082,2022-07-20,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,88.52,6.23,38.7,1.25,True,False,stable
BAT00927,2022-07-21,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.84,8.12,34.0,2.68,True,False,stable
BAT00684,2022-07-21,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.53,7.9,37.8,1.44,True,False,stable
BAT01418,2022-07-21,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.82,4.88,26.8,2.0,True,False,stable
BAT00718,2022-07-22,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.44,8.08,38.6,1.72,True,False,stable
BAT00478,2022-07-22,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,82.63,9.35,41.2,2.1,True,False,declining
BAT00010,2022-07-23,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,88.48,5.95,31.0,1.6,True,False,stable
BAT01019,2022-07-23,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.0,9.73,38.5,1.74,True,False,stable
BAT00027,2022-07-23,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,86.73,6.1,37.1,1.84,True,False,stable
BAT00370,2022-07-24,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,92.38,4.71,34.3,1.85,True,False,stable
BAT01918,2022-07-25,DRG006,Ibuprofen,SUP025,Lupin API Division,89.63,5.92,33.4,1.9,True,False,stable
BAT00656,2022-07-25,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,85.29,8.82,35.8,2.28,True,False,stable
BAT01557,2022-07-25,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.98,1.9,37.0,1.33,True,True,stable
BAT00979,2022-07-26,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,84.47,7.49,38.5,1.37,True,False,stable
BAT00978,2022-07-26,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,81.69,8.37,37.7,1.97,True,False,stable
BAT00639,2022-07-28,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.44,3.61,38.1,1.83,False,False,stable
BAT00700,2022-07-29,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,84.04,8.3,41.9,1.89,True,False,stable
BAT00958,2022-07-29,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.07,7.34,32.3,1.35,True,False,stable
BAT01543,2022-07-29,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,98.27,0.65,32.3,0.78,True,True,stable
BAT00479,2022-07-29,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,83.48,9.22,46.1,2.57,True,False,declining
BAT00830,2022-07-30,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,11.52,42.7,2.72,True,False,declining
BAT01661,2022-07-31,DRG005,Glimepiride,SUP020,Teva API Israel,92.97,4.15,33.6,1.93,True,False,stable
BAT01145,2022-08-01,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.34,1.85,33.9,1.25,True,True,stable
BAT01870,2022-08-02,DRG001,Lisinopril,SUP025,Lupin API Division,89.92,5.72,32.4,1.76,True,False,stable
BAT00617,2022-08-03,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,91.75,3.05,31.8,1.7,True,False,stable
BAT00137,2022-08-03,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.63,6.26,32.2,1.68,True,False,stable
BAT00560,2022-08-03,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,93.08,3.47,33.1,1.84,True,False,stable
BAT00258,2022-08-04,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.52,4.87,32.3,1.61,True,False,stable
BAT00701,2022-08-04,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.36,8.73,38.7,1.57,True,False,stable
BAT00440,2022-08-04,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,82.85,9.3,42.5,2.6,True,False,declining
BAT00657,2022-08-05,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,83.2,8.53,34.4,1.67,True,False,stable
BAT01271,2022-08-05,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,94.39,2.36,29.6,1.83,True,False,stable
BAT00928,2022-08-05,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.28,8.01,33.6,1.29,True,False,stable
BAT01204,2022-08-06,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,97.21,1.28,34.4,1.56,True,True,stable
BAT01794,2022-08-07,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,82.76,8.67,42.9,2.8,True,False,declining
BAT00896,2022-08-07,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,83.39,8.59,36.2,2.65,False,False,stable
BAT00240,2022-08-08,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,89.66,5.17,36.8,1.79,True,False,stable
BAT00348,2022-08-08,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,90.79,4.24,36.7,1.37,True,False,stable
BAT00685,2022-08-09,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.49,8.44,37.2,1.88,True,False,stable
BAT00702,2022-08-09,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,82.87,8.83,37.7,1.75,True,False,stable
BAT00618,2022-08-10,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,92.93,3.72,32.3,1.12,True,False,stable
BAT00028,2022-08-11,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,87.56,6.31,35.1,2.06,True,False,stable
BAT01577,2022-08-11,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.25,0.66,30.7,1.67,False,False,stable
BAT00994,2022-08-12,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,83.68,7.78,37.5,1.96,True,False,stable
BAT01600,2022-08-13,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.46,1.93,27.7,1.7,True,True,stable
BAT00847,2022-08-13,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,11.41,49.0,2.58,True,False,declining
BAT01302,2022-08-14,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,99.67,0.79,32.3,1.46,True,True,stable
BAT00897,2022-08-15,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,83.81,7.79,33.3,2.34,True,False,stable
BAT01303,2022-08-15,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,98.41,1.05,27.4,1.44,True,True,stable
BAT01504,2022-08-15,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,99.24,0.64,31.8,1.45,True,True,stable
BAT01318,2022-08-15,DRG005,Glimepiride,SUP014,Euroapi France,94.7,3.02,34.1,1.57,True,False,stable
BAT00929,2022-08-16,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,82.54,8.1,35.3,2.07,True,False,stable
BAT00241,2022-08-17,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.12,5.3,33.9,1.47,True,False,stable
BAT01171,2022-08-17,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.41,1.32,31.7,1.62,True,True,stable
BAT00060,2022-08-18,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.0,5.67,36.9,1.55,True,False,stable
BAT00736,2022-08-18,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,83.12,8.81,38.3,1.52,True,False,stable
BAT00309,2022-08-18,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,90.41,4.49,31.2,1.64,True,False,stable
BAT00794,2022-08-19,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,83.87,7.85,35.9,1.88,True,False,stable
BAT00349,2022-08-19,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.72,4.63,32.4,1.67,True,False,stable
BAT00600,2022-08-19,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.48,3.57,36.5,1.71,True,False,stable
BAT00814,2022-08-19,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.94,45.1,2.17,True,False,declining
BAT00061,2022-08-19,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,89.53,5.45,30.8,1.97,True,False,stable
BAT01962,2022-08-20,DRG018,Cetirizine HCl,SUP025,Lupin API Division,89.02,5.62,34.3,1.97,True,False,stable
BAT01258,2022-08-21,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.65,2.84,34.4,1.56,True,False,stable
BAT00242,2022-08-23,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,91.36,4.87,37.4,1.9,True,False,stable
BAT00737,2022-08-23,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,84.53,8.45,40.0,1.47,True,False,stable
BAT00779,2022-08-24,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,82.9,8.23,30.8,1.5,True,False,stable
BAT00156,2022-08-24,DRG001,Lisinopril,SUP002,Cipla Chemical Works,91.08,5.82,34.4,1.48,True,False,stable
BAT01058,2022-08-24,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.3,9.33,35.8,1.69,False,False,stable
BAT01639,2022-08-25,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,91.75,3.43,32.4,1.78,True,False,stable
BAT01505,2022-08-25,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.18,1.06,29.0,1.83,True,True,stable
BAT01089,2022-08-25,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,97.16,1.64,30.6,1.71,True,True,stable
BAT00414,2022-08-26,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,80.15,9.15,35.8,2.53,True,False,declining
BAT01679,2022-08-26,DRG009,Azithromycin,SUP020,Teva API Israel,90.93,3.4,36.8,1.5,True,False,stable
BAT01146,2022-08-26,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.56,1.11,32.1,1.58,True,True,stable
BAT01367,2022-08-26,DRG001,Lisinopril,SUP015,Polpharma API Poland,89.93,4.11,31.5,1.4,True,False,stable
BAT00083,2022-08-27,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,87.45,5.6,38.1,1.72,True,False,stable
BAT00848,2022-08-27,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,12.16,44.4,2.57,True,False,declining
BAT01578,2022-08-27,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,97.85,1.74,34.4,1.88,True,True,stable
BAT01241,2022-08-28,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,97.86,1.4,34.9,1.71,True,True,stable
BAT01719,2022-08-28,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.47,3.48,34.8,1.7,True,False,stable
BAT00259,2022-08-29,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.68,5.23,39.4,0.89,True,False,stable
BAT00561,2022-08-29,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,92.57,3.94,36.2,1.42,True,False,stable
BAT00579,2022-08-29,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.66,3.27,34.5,2.07,True,False,stable
BAT01807,2022-08-29,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,95.92,1.74,32.3,1.1,True,True,stable
BAT00780,2022-08-29,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.4,8.79,33.6,2.48,True,False,stable
BAT01896,2022-08-30,DRG004,Metformin HCl,SUP025,Lupin API Division,88.29,5.15,33.9,1.43,True,False,stable
BAT00371,2022-08-30,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.97,4.66,34.4,1.05,True,False,stable
BAT01349,2022-08-30,DRG013,Omeprazole,SUP014,Euroapi France,94.72,2.98,31.0,1.48,True,False,stable
BAT00522,2022-08-31,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,93.1,3.48,31.8,1.85,True,False,stable
BAT01282,2022-08-31,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.18,0.7,27.1,0.93,True,True,stable
BAT01601,2022-09-01,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,97.49,1.69,27.9,1.64,True,True,stable
BAT01897,2022-09-02,DRG004,Metformin HCl,SUP025,Lupin API Division,88.07,5.66,34.5,1.98,True,False,stable
BAT01378,2022-09-02,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,92.12,4.45,33.6,1.69,True,False,stable
BAT01767,2022-09-02,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,87.53,6.32,37.4,1.85,True,False,stable
BAT00260,2022-09-03,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.91,4.94,33.8,1.27,True,False,stable
BAT01506,2022-09-04,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.42,1.23,33.3,1.92,True,True,stable
BAT00930,2022-09-05,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,85.26,7.87,41.0,1.53,True,False,stable
BAT01946,2022-09-05,DRG013,Omeprazole,SUP025,Lupin API Division,88.78,5.69,35.9,1.62,True,False,stable
BAT01700,2022-09-05,DRG013,Omeprazole,SUP020,Teva API Israel,92.88,2.96,33.9,1.46,True,False,stable
BAT00917,2022-09-07,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,82.96,8.08,42.2,2.06,True,False,stable
BAT01105,2022-09-07,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.37,1.65,29.8,1.34,True,True,stable
BAT01579,2022-09-07,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.9,1.43,30.3,1.6,True,True,stable
BAT00670,2022-09-07,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,82.64,8.41,36.3,1.81,True,False,stable
BAT00393,2022-09-07,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.55,4.55,31.4,1.71,True,False,stable
BAT01205,2022-09-08,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.5,0.63,31.9,1.69,True,True,stable
BAT01041,2022-09-08,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,80.13,9.65,42.3,2.06,True,False,stable
BAT01680,2022-09-09,DRG009,Azithromycin,SUP020,Teva API Israel,93.34,3.03,31.6,1.49,True,False,stable
BAT00738,2022-09-09,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,83.74,8.46,33.8,2.26,True,False,stable
BAT01558,2022-09-10,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.26,1.47,33.0,1.08,True,True,stable
BAT00117,2022-09-10,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.71,6.12,34.2,1.52,False,False,stable
BAT01662,2022-09-10,DRG005,Glimepiride,SUP020,Teva API Israel,91.76,3.53,39.2,1.51,True,False,stable
BAT00062,2022-09-11,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,88.01,5.97,34.3,1.5,True,False,stable
BAT00541,2022-09-11,DRG009,Azithromycin,SUP005,Divi's Laboratories API,93.58,3.94,30.5,1.38,True,False,stable
BAT01507,2022-09-13,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,96.89,0.5,26.8,2.03,True,True,stable
BAT01681,2022-09-13,DRG009,Azithromycin,SUP020,Teva API Israel,92.09,3.84,34.8,1.48,True,False,stable
BAT01937,2022-09-13,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,88.06,5.71,31.0,1.79,True,False,stable
BAT00542,2022-09-13,DRG009,Azithromycin,SUP005,Divi's Laboratories API,92.81,3.56,34.5,1.34,True,False,stable
BAT00203,2022-09-13,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,88.71,4.81,29.3,1.63,True,False,stable
BAT00931,2022-09-14,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.29,7.7,31.8,1.93,True,False,stable
BAT00898,2022-09-14,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,85.22,7.44,34.1,1.84,True,False,stable
BAT00098,2022-09-15,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,88.27,5.69,37.7,1.72,True,False,stable
BAT00097,2022-09-15,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,88.08,6.33,39.6,2.36,True,False,stable
BAT01559,2022-09-16,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,97.04,1.36,25.5,1.46,True,True,stable
BAT01419,2022-09-16,DRG006,Ibuprofen,SUP015,Polpharma API Poland,89.63,4.61,32.9,1.43,True,False,stable
BAT00719,2022-09-16,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,83.89,8.09,36.9,2.14,True,False,stable
BAT01544,2022-09-17,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,96.94,0.57,31.1,1.3,True,True,stable
BAT00176,2022-09-17,DRG003,Atorvastatin Calcium,SUP002,Cipla Chemical Works,89.53,4.99,36.9,1.52,True,False,stable
BAT01871,2022-09-18,DRG001,Lisinopril,SUP025,Lupin API Division,88.43,5.22,32.2,1.67,True,False,stable
BAT00932,2022-09-19,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.76,7.68,39.4,1.95,True,False,stable
BAT01873,2022-09-19,DRG001,Lisinopril,SUP025,Lupin API Division,89.32,5.77,32.9,2.3,True,False,stable
BAT01872,2022-09-19,DRG001,Lisinopril,SUP025,Lupin API Division,88.24,5.89,31.7,1.76,True,False,stable
BAT01319,2022-09-20,DRG005,Glimepiride,SUP014,Euroapi France,94.31,2.77,26.8,1.83,True,False,stable
BAT01272,2022-09-20,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,95.95,2.68,34.9,1.66,True,True,stable
BAT00394,2022-09-22,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.71,4.92,30.5,1.75,True,False,stable
BAT00671,2022-09-22,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,83.12,8.83,34.0,1.98,True,False,stable
BAT01898,2022-09-22,DRG004,Metformin HCl,SUP025,Lupin API Division,89.06,5.34,36.4,1.66,True,False,stable
BAT01624,2022-09-22,DRG001,Lisinopril,SUP020,Teva API Israel,92.5,3.36,26.7,1.49,True,False,stable
BAT01320,2022-09-23,DRG005,Glimepiride,SUP014,Euroapi France,93.1,2.84,32.7,1.63,True,False,stable
BAT00601,2022-09-25,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.59,3.29,31.4,1.35,True,False,stable
BAT00350,2022-09-25,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.12,4.34,29.5,1.8,True,False,stable
BAT01395,2022-09-26,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.74,4.57,32.9,1.42,True,False,stable
BAT00739,2022-09-26,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,83.66,8.7,32.9,2.29,True,False,stable
BAT00395,2022-09-29,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.25,4.1,39.3,1.51,True,False,stable
BAT00204,2022-10-01,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.73,4.78,32.0,1.92,True,False,stable
BAT00918,2022-10-01,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,83.4,8.35,38.5,1.61,True,False,stable
BAT00297,2022-10-02,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.98,5.11,31.1,1.98,True,False,stable
BAT00831,2022-10-02,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,11.89,48.8,2.79,True,False,declining
BAT00261,2022-10-03,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.1,4.73,31.1,1.4,True,False,stable
BAT00029,2022-10-04,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,89.26,5.63,33.5,1.71,True,False,stable
BAT00543,2022-10-05,DRG009,Azithromycin,SUP005,Divi's Laboratories API,94.62,3.84,34.8,1.82,True,False,stable
BAT01523,2022-10-05,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,96.96,0.84,30.3,1.09,True,True,stable
BAT00781,2022-10-06,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.11,8.94,34.3,1.91,True,False,stable
BAT00099,2022-10-07,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,87.87,6.15,29.4,2.05,True,False,stable
BAT01321,2022-10-07,DRG005,Glimepiride,SUP014,Euroapi France,95.08,3.02,28.8,1.82,True,False,stable
BAT00138,2022-10-08,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.7,5.62,31.1,1.59,True,False,stable
BAT01330,2022-10-10,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,93.91,3.27,35.8,1.21,True,False,stable
BAT01545,2022-10-10,DRG017,Oseltamivir Phosphate,SUP016,Pfizer CentreOne API,97.79,1.4,28.7,1.1,True,True,stable
BAT00755,2022-10-10,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.59,8.89,35.7,1.62,True,False,stable
BAT01818,2022-10-10,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,95.59,1.98,28.2,1.74,True,True,stable
BAT01396,2022-10-10,DRG004,Metformin HCl,SUP015,Polpharma API Poland,91.98,4.68,33.9,1.5,True,False,stable
BAT01701,2022-10-10,DRG013,Omeprazole,SUP020,Teva API Israel,92.71,3.49,30.1,1.83,True,False,stable
BAT00995,2022-10-11,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.69,7.53,35.4,1.9,True,False,stable
BAT00640,2022-10-11,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.88,4.01,29.2,1.73,True,False,stable
BAT01808,2022-10-12,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,96.2,2.04,28.8,1.99,True,True,stable
BAT01147,2022-10-12,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.51,1.52,26.9,1.58,True,True,stable
BAT00046,2022-10-13,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,88.46,6.15,37.5,1.4,True,False,stable
BAT01379,2022-10-13,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,93.0,4.69,33.3,1.83,True,False,stable
BAT00327,2022-10-13,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.35,5.13,32.1,1.85,True,False,stable
BAT00602,2022-10-14,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.72,3.6,31.3,1.33,True,False,stable
BAT01819,2022-10-14,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,96.84,1.38,31.5,1.81,True,True,stable
BAT00328,2022-10-14,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.44,5.5,32.9,1.82,True,False,stable
BAT00329,2022-10-14,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.47,3.82,33.7,1.81,True,False,stable
BAT00603,2022-10-16,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.79,3.64,35.6,1.6,True,False,stable
